"actor","tconst","primaryTitle","startYear","decade","genres","averageRating"
"Stephen Hunter","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Neil McBride","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Levon Helm","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Christine Wick","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Shawn Reis","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Marc Fantini","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Gary Kennedy","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Susan Barnett","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Rebecca Toolan","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"James Wettengl","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Otis Taylor","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Dean McKenzie","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Josh Hatton","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Christian Rousseau","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Adrian G. Griffiths","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Elias Koteas","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Danny Aiello III","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Chuck Aaron","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"David Neale","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Scott Jepson","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"A.C. Peterson","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Kevin Harrison","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Chic Gibson","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Steve Woodley","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Ukee Washington","tt0822854","Shooter",2007,"2000s","Action,Drama,Thriller",7.2
"Anne Maren Bjerke","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Anton Gordon","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Karianne Flaathen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Nüran Ajdarovski","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Anders Borchgrevink","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Stine I. Johnsen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Jonas Thorsdalen Wik","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Jonas Thire","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Joachim Lund Larsen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Christian Rubeck","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Anders Rabo Thorbeck","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Torgny Amdam","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Elisabeth Sand","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Anne Lindmo","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Geir Bore Roaas","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Ida Marianne Vassbotn Klasson","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Andreas Tellefsen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Thea Bay","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Nicolas J. Marthinsen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Oscar Lørås","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Cecilie Bertran de Lis","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Joakim Hallås","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Fredrik Borgund","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Jostein Oksavik","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Espen Klouman Høiner","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Eilif Hartwig","tt0827517","Reprise",2006,"2000s","Drama",7.3
"John Sverre Sande","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Bjarte Elvestad","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Henrik Elvestad","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Pål Stokka","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Anders Nilsen Tjore","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Hege Serine Golf","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Arben Bala","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Ingvild Haugstad","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Dagny Holte","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Frida Aune Froland","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Hilma Nicolaisen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Tor Hojem","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Sigmund Sæverud","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Runa Buran","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Jan-Egil Aasterud","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Mira Bergström","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Wenche Lindeberg Wang","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Bent Rognlien","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Hans-Erik Dyvik Husby","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Stephanie K. Sikkes","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Dag Håvard Engebråten","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Sindre Tveiten","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Christoffer Fagerli","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Rolf Øvrum Christensen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Bjørnar Buxrud","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Ragnar Øksdal","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Kristian Warness Wraa","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Ranveig Hjorthaug","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Øyvind Bakke","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Hans Henrik Verpe","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Eca Sørlie","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Martin Nicolay Lae","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Hafrid Hagemoen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Petter Sørnæs","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Karin Julsrud","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Silje Hagen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Elsa Marwell Elg","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Chrisander Landstad","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Helene Ruys","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Per Vigmostad","tt0827517","Reprise",2006,"2000s","Drama",7.3
"David Avetisian","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Bjørn Øyind Bue","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Eirik Ingebricson","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Thomas Seltzer","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Ulrik Tangen Johansen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Viktoria Winge","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Maria B.M. Klungseth","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Espen Sandvik","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Hans Petter Heggeli","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Siri Josephine Færden","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Peer Bull-Hansen","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Andreas Tylden","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Andrea Plesner","tt0827517","Reprise",2006,"2000s","Drama",7.3
"Aurora Snow","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Michael Cera","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Brooke Dillman","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Roger Iwami","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Jerome Fauci","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Peter Salett","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Michael Osment","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Ted Nugent","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Nikki Swasey Seaton","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Talib Kweli","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Robert Ellen","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Christopher Mintz-Plasse","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Yung Berg","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Kevin Breznahan","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"John Clint Mabry","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Lightnin Hopkins","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Scott Gerbacia","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Sonny Terry","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Martha MacIsaac","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Mark Provencher","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Marcella Lentz-Pope","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Charley Rossman","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Palmyra Delran","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Keith Loneker","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"The Remains","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Joe Nunez","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Seth Rogen","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Rakefet Abergel","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Mousa Hussein Kraish","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Jenna Haze","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Tora Chung","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Aviva Baumann","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Shauna Robertson","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Carla Gallo","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"John Schwert","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Clement Blake","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Chelsey Goodan","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Arthur Scipio Africano","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Brasil '66","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Joe Lo Truglio","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Casey Margolis","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Stephen Borrello","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Nick Lancaster","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Dice Raw","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Derek Wade","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Michael Naughton","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Betty Chow","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Matt McKane","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Charlie Hartsock","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Laura Seay","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Mark Rogen","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Clayton Frey","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Malik B.","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Erica Vittina Phillips","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Dona Hardy","tt0829482","Superbad",2007,"2000s","Comedy",7.6
"Peter Zumstein","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Hartmut Scheyhing","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Michael Imboden","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Christian Kolonovits","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Nero Pietra","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Tschangis Chahrokh","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Martin Schick","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Peter Ecker","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Arnd Schimkat","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Stefan Steurer","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Rudolf Santschi","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Hassan Athman","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Maximilian Pfnür","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Rupert Henning","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Klaus Ofczarek","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Johannes Thanheiser","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Matthias Roduner","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Tobias Ofenbauer","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Gerhard Greiner","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Benno Fürmann","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Thomas Konrad","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Mark Geisseler","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Christoph Blum","tt0844457","North Face",2008,"2000s","Adventure,Biography,Drama",7.4
"Hamid Farrokhnezhad","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Hassan Zahedi","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Hediyeh Tehrani","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Peyman Jafari","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Forough Ghajabagli","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Mohamad Ramezani Pour","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Foad Hosseini","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Hasan Zahedi","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Mehran Mahram","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Lida Ranjbaran","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Taraneh Alidoosti","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Behshad Sharifian","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Pantea Bahram","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Matin Heydarinia","tt0845439","Fireworks Wednesday",2006,"2000s","Drama,Mystery,Romance",7.6
"Vittorio Emanuele Propizio","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Emanuele D'Avino","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Elio Germano","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Giovanni Francesco Piccirillo","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Emanuele Dardo","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Angelo Tomassetta","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Antonio Pennacchi","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Fabio Colussi","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Francesco Salvatore Lodato","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Elio De Falco","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Gianluca Viola","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Melissa Celli","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Diane Fleri","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Lorenzo Pagani","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Joseph Rocchia","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Andrea Belletti","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Daniela Novelli","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Vincenzo Santillo","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Pasquale Sammarco","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Bernardino Bernardini","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Enzo Ardone","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Alessandro Vicca","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Angela Finocchiaro","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Daniele Luchetti","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Cristiano Serino","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Matteo Sacchi","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Emanuele Minutello","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Maria Luisa Seravesi","tt0846040","My Brother Is an Only Child",2007,"2000s","Comedy,Crime,Drama",7
"Caco Monteiro","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Kallanda Caetana","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Evandro Ferreira","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Maria Helena Ferreira","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Marina Machado","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"André Paixão","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Fernanda Carvalho","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Eva Lima","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Rudi Lagemann","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Rui Manthur","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Gaby Santos Luiz","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Paula Lanziani","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Otávio Augusto","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Gabriela Rodrigues","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Leo Gonzaga","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Larissa Beckman","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Evelin Buchegguer","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Nervoso","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Mary Sheila","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Dayanie Diegues","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Hylka Maria","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Tuca Moraes","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Darlene Glória","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Antonio Calloni","tt0847154","Angels of the Sun",2006,"2000s","Drama",7
"Z.K. Alekseyeva","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Vadim Koryuzlov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"M.V. Tyagnybida","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"S. Gorozhanin","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Grisha Stepunov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Vladimir Martynov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Boris Pantyukhin","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Vadim Netreba","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"S. Sharapov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"A. Khabediya","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"D. Kozlov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Sergey Gusinskiy","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"S. Samokhin","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"V. Zinenkov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Pyotr Mamonov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"M.A. Semeryakova","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Tatyana Maksakova","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Natalya Lyashchenko","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Aleksey Zelensky","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Stéphane Albinet","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Olga Demidova","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Andrey Kudelskiy","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"L.I. Startseva","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"B. Aleksandrov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Igor Kotsarev","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Ye. Sevruk","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Viktor Sukhorukov","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Aleksandr Stroylo","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Valery Lisin","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Yana Esipovich","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Viktor Nikolashin","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Andrey Yakovlev","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Tatyana Tkachova","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"A. Zakusilo","tt0851577","The Island",2006,"2000s","Comedy,Drama",7.8
"Germano Haiut","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Luiz Bandeira","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Paulino Raffanti","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Daniela Piepszyk","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Einat Falbel","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Michel Joelsas","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Lili Angel","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Gabriel Eric Bursztein","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"David Kullock","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Edu Guimarães","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Felipe Hanna Braun","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Fábio Ferreira Dias","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Liliana De Castro","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Mala Tencer","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Haim Fridman","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Claudio Galperin","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Silvio Boraks","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Sérgio Siviero","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Waldir Calmon","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Fredy Delatolas","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Malvina Klinow","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Hugueta Sendacz","tt0857355","The Year My Parents Went on Vacation",2006,"2000s","Drama",7.3
"Rishabh Jain","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Mandira Singh","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Vikas Vasu","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Dinesh Garg","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Hazel Croney","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Menekka Arora","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Sameer Kohli","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Dhruv Ghanekar","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Naresh Sharma","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Sagar Chawla","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Rinku Patel","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Ruslaan Mumtaz","tt0860454","MP3: Mera Pehla Pehla Pyaar",2007,"2000s","Comedy,Drama,Musical",7
"Seetha","tt0867465","Vinodayathra",2007,"2000s","Comedy,Drama,Romance",7.2
"Manjusha","tt0867465","Vinodayathra",2007,"2000s","Comedy,Drama,Romance",7.2
"Reshmi Nambiar","tt0867465","Vinodayathra",2007,"2000s","Comedy,Drama,Romance",7.2
"Sreekutty","tt0867465","Vinodayathra",2007,"2000s","Comedy,Drama,Romance",7.2
"Sabitha Anand","tt0867465","Vinodayathra",2007,"2000s","Comedy,Drama,Romance",7.2
"Prasert Vivattanananpong","tt0880477","Seasons change: Phror arkad plian plang boi",2006,"2000s","Comedy,Drama,Music",7.6
